id,favorite_count,retweet_count
667435689202614272,285,79
667405339315146752,432,206
667393430834667520,178,51
667369227918143488,339,151
667211855547486208,450,221
667200525029539841,570,240
667192066997374976,355,90
667188689915760640,691,363
667182792070062081,13293,5644
667177989038297088,178,50
667176164155375616,567,418
667174963120574464,230,72
667171260800061440,202,77
667165590075940865,2497,1033
667160273090932737,236,56
667152164079423490,44384,15468
667138269671505920,4247,1999
667119796878725120,308,121
667090893657276420,312,115
667073648344346624,375,109
667070482143944705,77,13
667065535570550784,157,41
667062181243039745,204,47
667044094246576128,174,44
667012601033924608,420,201
666996132027977728,225,81
666983947667116034,2366,898
666837028449972224,749,506
666835007768551424,195,72
666826780179869698,237,83
666817836334096384,470,230
666804364988780544,216,84
666786068205871104,698,441
666781792255496192,358,175
666776908487630848,321,156
666739327293083650,220,60
666701168228331520,395,195
666691418707132416,170,44
666649482315059201,1034,568
666644823164719104,219,73
666454714377183233,474,196
666447344410484738,94,18
666437273139982337,112,42
666435652385423360,150,45
666430724426358785,290,173
666428276349472768,150,73
666421158376562688,293,101
666418789513326592,111,41
666411507551481857,397,286
666407126856765440,98,31
666396247373291520,155,73
666373753744588802,169,78
666362758909284353,702,502
666353288456101888,193,64
666345417576210432,267,128
666337882303524864,178,81
666293911632134144,450,311
666287406224695296,131,57
666273097616637952,157,70
666268910803644416,93,32
666104133288665088,13279,5800
666102155909144576,69,11
666099513787052032,140,57
666094000022159362,153,66
666082916733198337,100,41
666073100786774016,284,141
666071193221509120,133,52
666063827256086533,438,190
666058600524156928,102,51
666057090499244032,262,119
666055525042405380,402,214
666051853826850816,1096,751
666050758794694657,119,51
666049248165822465,95,39
666044226329800704,263,124
666033412701032449,108,39
666029285002620928,118,41
666020888022790149,2357,447
